col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11
5,OvenBird,$$$,"['Tapas/Small Plates', 'Spanish', 'Portuguese']",['(205) 957-6686'],(205) 957-6686,2810 3rd Ave S,/biz/ovenbird-birmingham?osq=restaurants,Mountain Brook,AL,35210,
6,Texas de Brazil,$$$,"['Brazilian', 'Steakhouses', 'Venues & Event Spaces']",['(205) 588-8333'],(205) 588-8333,2301 Richard Arrington Junior,/biz/texas-de-brazil-birmingham?osq=restaurants,Mountain Brook,AL,35210,
7,Jinsei Sushi,$$$,"['Sushi Bars', 'Japanese', 'Cocktail Bars']",['(205) 802-1440'],(205) 802-1440,1830 29th St S,/biz/jinsei-sushi-birmingham?osq=restaurants,Mountain Brook,AL,35210,
8,Ocean,$$$,['Seafood'],['(205) 933-0999'],(205) 933-0999,1218 20th St S,/biz/ocean-birmingham?osq=restaurants,Mountain Brook,AL,35210,
9,Bottega Italian Restaurant,$$$,['Italian'],['(205) 939-1000'],(205) 939-1000,2240 Highland Ave S,/biz/bottega-italian-restaurant-birmingham?osq=restaurants,Mountain Brook,AL,35210,
10,Fleming’s Prime Steakhouse & Wine Bar,$$$,"['Wine Bars', 'Steakhouses', 'Seafood']",['(205) 262-9463'],(205) 262-9463,103 Summit Blvd,/biz/flemings-prime-steakhouse-and-wine-bar-birmingham-5?osq=restaurants,Mountain Brook,AL,35210,
11,Ruth’s Chris Steak House - Birmingham,$$$,"['Steakhouses', 'Seafood', 'American (Traditional)']",['(205) 879-9995'],(205) 879-9995,2300 Woodcrest Pl,/biz/ruths-chris-steak-house-birmingham-birmingham-2?osq=restaurants,Mountain Brook,AL,35210,
12,Landry’s Seafood House,$$$,"['Seafood', 'Steakhouses', 'American (Traditional)']",['(205) 916-0777'],(205) 916-0777,139 State Farm Pkwy,/biz/landrys-seafood-house-birmingham-2?osq=restaurants,Mountain Brook,AL,35210,
13,Cafe Dupont,$$$,['American (New)'],['(205) 322-1282'],(205) 322-1282,113 20th St N,/biz/cafe-dupont-birmingham?osq=restaurants,Mountain Brook,AL,35210,
14,Galley & Garden,$$$,"['French', 'American (New)', 'Southern']",['(205) 939-5551'],(205) 939-5551,2220 Highland Ave S,/biz/galley-and-garden-birmingham?osq=restaurants,Mountain Brook,AL,35210,
15,Little Savannah Restaurant & Bar,$$$,"['American (New)', 'Southern', 'Breakfast & Brunch']",['(205) 591-1119'],(205) 591-1119,3811 Clairmont Ave S,/biz/little-savannah-restaurant-and-bar-birmingham?osq=restaurants,Mountain Brook,AL,35210,
16,Bistro 218,$$$,"['French', 'Cocktail Bars']",['(205) 983-7999'],(205) 983-7999,218 N 20th St,/biz/bistro-218-birmingham?osq=restaurants,Mountain Brook,AL,35210,
17,Michael’s Steaks and Seafood,$$$,"['Steakhouses', 'Seafood', 'American (Traditional)']",['(205) 871-9525'],(205) 871-9525,1903 29th Ave S,/biz/michaels-steaks-and-seafood-birmingham-2?osq=restaurants,Mountain Brook,AL,35210,
18,Satterfield’s Restaurant,$$$,"['American (New)', 'Seafood', 'Wine Bars']",['(205) 969-9690'],(205) 969-9690,3161 Cahaba Heights Rd,/biz/satterfields-restaurant-birmingham-2?osq=restaurants,Mountain Brook,AL,35210,
19,Chuck’s Fish,$$$,"['Seafood', 'Sushi Bars', 'Wine Bars']",['(205) 995-0495'],(205) 995-0495,5426 Hwy 280 E,/biz/chucks-fish-birmingham?osq=restaurants,Mountain Brook,AL,35210,
20,Habitat Feed & Social,$$$,"['American (New)', 'Pubs']",['(205) 203-4745'],(205) 203-4745,2655 Lane Park Rd,/biz/habitat-feed-and-social-birmingham?osq=restaurants,Mountain Brook,AL,35210,
21,Dyron’s Low Country,$$$,['American (New)'],['(205) 834-8257'],(205) 834-8257,121 Oak St,/biz/dyrons-low-country-mountain-brook?osq=restaurants,Mountain Brook,AL,35210,
22,FOODBAR,$$$,"['American (New)', 'Wine Bars', 'Southern']",['(205) 876-8100'],(205) 876-8100,3156 Heights Village,/biz/foodbar-vestavia-hills?osq=restaurants,Mountain Brook,AL,35210,
23,Daniel George,$$$,"['American (New)', 'Seafood', 'Bars']",['(205) 871-3266'],(205) 871-3266,2837 Culver Rd,/biz/daniel-george-mountain-brook?osq=restaurants,Mountain Brook,AL,35210,
24,Root To Tail,$$$,"['American (New)', 'Breakfast & Brunch', 'Southern']",['(205) 730-1699'],(205) 730-1699,2031 Cahaba Rd,/biz/root-to-tail-mountain-brook?osq=restaurants,Mountain Brook,AL,35210,
25,The Yard,$$$,['Southern'],['(205) 226-9298'],(205) 226-9298,1928 1st Ave N,/biz/the-yard-birmingham-3?osq=restaurants,Mountain Brook,AL,35210,
26,Brock’s,$$$,"['Mediterranean', 'American (New)', 'Seafood']",(205) 916-7677,Renaissance Birmingham Ross Bridge Golf Resort & Spa,/biz/brocks-hoover?osq=restaurants,Mountain Brook,AL,35210,,
26,Brock’s,$$$,"['Mediterranean', 'American (New)', 'Seafood']",(205) 916-7677,Renaissance Birmingham Ross Bridge Golf Resort & Spa,/biz/renaissance-birmingham-ross-bridge-golf-resort-and-spa-birmingham,Mountain Brook,AL,35210,,
27,Publix,$$$,"['Grocery', 'Bakeries', 'Delis']",['(205) 815-5224'],(205) 815-5224,5150 Old Springville Rd,/biz/publix-pinson?osq=restaurants,Mountain Brook,AL,35210,
28,The Dinner Detective,$$$,"['Dinner Theater', 'Comedy Clubs', 'Performing Arts']",['(866) 496-0535'],(866) 496-0535,8 Perimeter Park South,/biz/the-dinner-detective-birmingham-2?osq=restaurants,Mountain Brook,AL,35210,
29,The View,$$$,"['Bars', 'American (New)']",(205) 323-5821,The Club,/biz/the-view-birmingham-3?osq=restaurants,Mountain Brook,AL,35210,,
29,The View,$$$,"['Bars', 'American (New)']",(205) 323-5821,The Club,/biz/the-club-birmingham-2,Mountain Brook,AL,35210,,
1,Samuel Adams Birmingham Airport,$$$$,"['American (New)', 'Breakfast & Brunch']",/biz/samuel-adams-birmingham-airport-woodlawn?osq=restaurants,Mountain Brook,AL,35210,,,,
1,Church Street Coffee and Books,$,"['Coffee & Tea', 'Bookstores', 'Gluten-Free']",['(205) 870-1117'],(205) 870-1117,81 Church St,/biz/church-street-coffee-and-books-birmingham?osq=shopping,Mountain Brook,AL,35210,
2,Walmart Supercenter,$,"['Department Stores', 'Grocery']",['(205) 956-0416'],(205) 956-0416,1600 Montclair Rd,/biz/walmart-supercenter-birmingham-4?osq=shopping,Mountain Brook,AL,35210,
2,Walmart Supercenter,$,"['Department Stores', 'Grocery']",['(205) 956-0416'],(205) 956-0416,1600 Montclair Rd,/biz/jackson-hewitt-tax-service-irondale-2,Mountain Brook,AL,35210,
3,Lovelady Thrift Store,$,['Thrift Stores'],['(205) 951-9230'],(205) 951-9230,7720 Ludington Ln,/biz/lovelady-thrift-store-irondale?osq=shopping,Mountain Brook,AL,35210,
4,Books Beans & Candles,$,"['Bookstores', 'Coffee & Tea']",['(205) 453-4636'],(205) 453-4636,1620 Richard Arrington Jr Blvd S,/biz/books-beans-and-candles-birmingham?osq=shopping,Mountain Brook,AL,35210,
5,Bargain Hunt,$,['Discount Store'],['(205) 595-0460'],(205) 595-0460,7001 Crestwood Blvd,/biz/bargain-hunt-birmingham-3?osq=shopping,Mountain Brook,AL,35210,
6,Alabama Farmers Market,$,"['Grocery', 'Farmers Market']",['(205) 251-8737'],(205) 251-8737,344 Finley Ave W,/biz/alabama-farmers-market-birmingham?osq=shopping,Mountain Brook,AL,35210,
7,TJ Maxx,$,['Department Stores'],['(205) 822-8255'],(205) 822-8255,1660 Montgomery Hwy,/biz/tj-maxx-hoover?osq=shopping,Mountain Brook,AL,35210,
8,Walmart Supercenter,$,"['Department Stores', 'Grocery', 'Drugstores']",['(205) 833-7676'],(205) 833-7676,9248 Pkwy E,/biz/walmart-supercenter-birmingham-3?osq=shopping,Mountain Brook,AL,35210,
8,Walmart Supercenter,$,"['Department Stores', 'Grocery', 'Drugstores']",['(205) 833-7676'],(205) 833-7676,9248 Pkwy E,/biz/jackson-hewitt-tax-service-birmingham-19,Mountain Brook,AL,35210,
9,Dirt Cheap,$,['Discount Store'],['(205) 942-3161'],(205) 942-3161,146 Wildwood Pkwy,/biz/dirt-cheap-birmingham?osq=shopping,Mountain Brook,AL,35210,
10,Charm,$,['Jewelry'],['(205) 322-9023'],(205) 322-9023,2329 2nd Ave N,/biz/charm-birmingham?osq=shopping,Mountain Brook,AL,35210,
11,America’s Thrift Stores,$,['Thrift Stores'],1125 Huffman Rd,"Center Point, AL 35215",(205) 856-6774,/biz/americas-thrift-stores-center-point?osq=shopping,Mountain Brook,AL,35210,
12,Five Below,$,"['Department Stores', 'Discount Store', 'Accessories']",1725 Montgomery Hwy,"Hoover, AL 35244",(205) 739-5944,/biz/five-below-hoover?osq=shopping,Mountain Brook,AL,35210,
13,Alabama Booksmith,$,['Bookstores'],2626 19th Pl S,"Birmingham, AL 35209",(205) 870-4242,/biz/alabama-booksmith-birmingham?osq=shopping,Mountain Brook,AL,35210,
14,America’s Thrift Store,$,['Thrift Stores'],1315 Decatur Hwy,"Gardendale, AL 35071",(205) 631-1238,/biz/americas-thrift-store-gardendale?osq=shopping,Mountain Brook,AL,35210,
15,Aldi,$,['Grocery'],,7400 Crestwood Blvd,"Irondale, AL 35210",/biz/aldi-irondale?osq=shopping,Mountain Brook,AL,35210,
16,Sozo Trading Co.,$,['Thrift Stores'],4 41st St S,"Birmingham, AL 35222",(205) 703-0553,/biz/sozo-trading-co-birmingham-4?osq=shopping,Mountain Brook,AL,35210,
17,Bargain Hunt,$,['Department Stores'],3313 Lorna Rd,"Birmingham, AL 35216",(205) 978-7215,/biz/bargain-hunt-birmingham-2?osq=shopping,Mountain Brook,AL,35210,
18,Ollie’s Bargain Outlet,$,['Discount Store'],808 Green Springs Hwy,"Homewood, AL 35209",(205) 943-0181,/biz/ollies-bargain-outlet-homewood?osq=shopping,Mountain Brook,AL,35210,
19,Heaven Cent Thrift,$,['Thrift Stores'],1691 Center Point Pkwy,"Center Point, AL 35215",(205) 678-1492,/biz/heaven-cent-thrift-center-point?osq=shopping,Mountain Brook,AL,35210,
20,Dollar Tree Stores,$,['Discount Store'],7001 Crestwood Blvd,"Irondale, AL 35210",(205) 595-0326,/biz/dollar-tree-stores-irondale?osq=shopping,Mountain Brook,AL,35210,
21,Walmart Supercenter,$,"['Department Stores', 'Grocery']",['(205) 945-8692'],(205) 945-8692,209 Lakeshore Pkwy,/biz/walmart-supercenter-homewood?osq=shopping,Mountain Brook,AL,35210,
21,Walmart Supercenter,$,"['Department Stores', 'Grocery']",['(205) 945-8692'],(205) 945-8692,209 Lakeshore Pkwy,/biz/jackson-hewitt-tax-service-homewood,Mountain Brook,AL,35210,
22,Aldi,$,['Grocery'],,428 Green Springs Hwy,,/biz/aldi-birmingham?osq=shopping,Mountain Brook,AL,35210,
23,Walmart Supercenter,$,"['Grocery', 'Department Stores']",['(205) 980-5156'],(205) 980-5156,5335 Hwy 280,/biz/walmart-supercenter-birmingham-5?osq=shopping,Mountain Brook,AL,35210,
23,Walmart Supercenter,$,"['Grocery', 'Department Stores']",['(205) 980-5156'],(205) 980-5156,5335 Hwy 280,/biz/jackson-hewitt-tax-service-birmingham-12,Mountain Brook,AL,35210,
24,Ala Goodwill Industries,$,['Thrift Stores'],['(205) 323-6331'],(205) 323-6331,2350 Green Springs Hwy S,/biz/ala-goodwill-industries-birmingham?osq=shopping,Mountain Brook,AL,35210,
25,The Foundry Thrift Store,$,['Thrift Stores'],['(205) 424-2400'],(205) 424-2400,6550 Aaron Aronov Dr,/biz/the-foundry-thrift-store-fairfield?osq=shopping,Mountain Brook,AL,35210,
26,Vapor Thrift Store,$,['Thrift Stores'],['(205) 639-1077'],(205) 639-1077,5443 Hwy 280,/biz/vapor-thrift-store-birmingham?osq=shopping,Mountain Brook,AL,35210,
27,Once Upon a Child - Hoover,$,"['Thrift Stores', ""Children's Clothing"", 'Baby Gear & Furniture']",['(205) 277-0313'],(205) 277-0313,3718 Lorna Rd,/biz/once-upon-a-child-hoover-hoover-2?osq=shopping,Mountain Brook,AL,35210,
28,Vineyard Food Market,$,['Grocery'],['(205) 595-1119'],(205) 595-1119,5522 Crestwood Blvd,/biz/vineyard-food-market-birmingham?osq=shopping,Mountain Brook,AL,35210,
29,Charming Charlie - Birmingham,$,"['Jewelry', 'Accessories']",['(205) 970-6545'],(205) 970-6545,216 Summit Blvd N,/biz/charming-charlie-birmingham-birmingham?osq=shopping,Mountain Brook,AL,35210,
30,El Girasol,$,"['Grocery', 'Mexican']",['(205) 836-4038'],(205) 836-4038,8506 1st Ave S,/biz/el-girasol-birmingham?osq=shopping,Mountain Brook,AL,35210,
31,Gordos,$,"['Grocery', 'Bakeries', 'Mexican']",['(205) 916-0707'],(205) 916-0707,433 Valley Ave,/biz/gordos-birmingham-3?osq=shopping,Mountain Brook,AL,35210,
32,Walgreens,$,"['Drugstores', 'Cosmetics & Beauty Supply', 'Convenience Stores', 'Department Stores']",['(205) 942-3668'],(205) 942-3668,101 Green Springs Hwy,/biz/walgreens-birmingham-3?osq=shopping,Mountain Brook,AL,35210,
33,Ross Dress for Less,$,"['Department Stores', ""Women's Clothing"", 'Home Decor']",['(205) 951-1563'],(205) 951-1563,1616 Montclair Rd,/biz/ross-dress-for-less-birmingham-2?osq=shopping,Mountain Brook,AL,35210,
34,Ross Dress for Less,$,"['Department Stores', ""Women's Clothing"", 'Home Decor']",['(205) 841-3602'],(205) 841-3602,3375 Lowery Pkwy,/biz/ross-dress-for-less-fultondale?osq=shopping,Mountain Brook,AL,35210,
35,Homegoods,$,['Department Stores'],['(205) 991-6766'],(205) 991-6766,5275 Highway 280,/biz/homegoods-birmingham-2?osq=shopping,Mountain Brook,AL,35210,
36,Dollar Tree,$,['Discount Store'],['(205) 978-1613'],(205) 978-1613,644 Montgomery Hwy,/biz/dollar-tree-birmingham-9?osq=shopping,Mountain Brook,AL,35210,
37,Walgreens,$,"['Drugstores', 'Cosmetics & Beauty Supply', 'Convenience Stores']",['(205) 939-1417'],(205) 939-1417,2101 Richard Arrington Jr Blvd S,/biz/walgreens-birmingham-5?osq=shopping,Mountain Brook,AL,35210,
38,Orvis,$,"[""Men's Clothing"", ""Women's Clothing""]",['(205) 970-5176'],(205) 970-5176,305 Summit Blvd,/biz/orvis-birmingham?osq=shopping,Mountain Brook,AL,35210,
39,Burlington Coat Factory Warehouse,$,['Department Stores'],['(205) 823-9242'],(205) 823-9242,1615 Montgomery Hwy,/biz/burlington-coat-factory-warehouse-birmingham?osq=shopping,Mountain Brook,AL,35210,
40,Five Below,$,['Discount Store'],,5267 US 280,,/biz/five-below-birmingham?osq=shopping,Mountain Brook,AL,35210,
41,Super Oriental Market and Red Pearl Restaurant,$,"['Grocery', 'Chinese']",243 W Valley Ave,"Homewood, AL 35209",(866) 888-4045,/biz/super-oriental-market-and-red-pearl-restaurant-homewood?osq=shopping,Mountain Brook,AL,35210,
42,Flying J Travel Center,$,['Convenience Stores'],224 Daniel Payne Dr,"Birmingham, AL 35207",(205) 323-2177,/biz/flying-j-travel-center-birmingham?osq=shopping,Mountain Brook,AL,35210,
43,Asian Market,$,['Grocery'],1581 Montgomery Hwy,"Hoover, AL 35216",(205) 979-1818,/biz/asian-market-hoover?osq=shopping,Mountain Brook,AL,35210,
44,Gap Factory Store,$,['Outlet Stores'],6200 Grand River Blvd E,"Leeds, AL 35094",(205) 699-7688,/biz/gap-factory-store-leeds?osq=shopping,Mountain Brook,AL,35210,
45,United Thrift Store,$,['Thrift Stores'],7100 Aaron Aronov Dr,"Fairfield, AL 35064",(205) 785-2222,/biz/united-thrift-store-fairfield-2?osq=shopping,Mountain Brook,AL,35210,
46,Michaels,$,"['Arts & Crafts', 'Knitting Supplies', 'Hobby Shops']",1632 Gadsden Hwy,"Birmingham, AL 35235",(205) 661-2818,/biz/michaels-birmingham?osq=shopping,Mountain Brook,AL,35210,
47,D’trespa Consignment Boutique,$,"['Used, Vintage & Consignment']",1722 28th Ave S,"Birmingham, AL 35209",(205) 383-5164,/biz/d-trespa-consignment-boutique-birmingham?osq=shopping,Mountain Brook,AL,35210,
48,Shoe Dept,$,['Shoe Stores'],3465 Lowery Pkwy,"Fultondale, AL 35068",(205) 849-9988,/biz/shoe-dept-fultondale?osq=shopping,Mountain Brook,AL,35210,
49,Bob’s Comics,$,['Comic Books'],979 Gadsden Hwy,"Birmingham, AL 35235",(205) 833-6914,/biz/bobs-comics-birmingham?osq=shopping,Mountain Brook,AL,35210,
50,Dollar General Store,$,['Discount Store'],1721 Crestwood Blvd,"Irondale, AL 35210",(205) 951-9520,/biz/dollar-general-store-irondale?osq=shopping,Mountain Brook,AL,35210,
51,Mr Chen’s,$,"['Chinese', 'Grocery', 'Seafood Markets']",['(205) 942-5000'],(205) 942-5000,808 Green Springs Hwy,/biz/mr-chens-homewood?osq=shopping,Mountain Brook,AL,35210,
52,2nd and Charles,$,"['Comic Books', 'Bookstores']",['(205) 444-0509'],(205) 444-0509,1705 Montgomery Hwy,/biz/2nd-and-charles-hoover?osq=shopping,Mountain Brook,AL,35210,
53,Everyday Package Store & Cafe,$,['Convenience Stores'],['(205) 978-0000'],(205) 978-0000,3015 Columbiana Rd,/biz/everyday-package-store-and-cafe-vestavia-hills?osq=shopping,Mountain Brook,AL,35210,
54,Aldi,$,['Grocery'],,1601 Morris Ave,,/biz/aldi-fultondale?osq=shopping,Mountain Brook,AL,35210,
55,La Macarena,$,['Grocery'],['(205) 981-7781'],(205) 981-7781,4643 Highway 280 S,/biz/la-macarena-birmingham?osq=shopping,Mountain Brook,AL,35210,
56,Five Below,$,"['Discount Store', 'Candy Stores']",,1993 Gadsden Hwy,,/biz/five-below-birmingham-3?osq=shopping,Mountain Brook,AL,35210,
57,Tom & Jerry’s Chevron Food Mart,$,['Grocery'],['(205) 939-1310'],(205) 939-1310,2188 Highland Ave S,/biz/tom-and-jerrys-chevron-food-mart-birmingham?osq=shopping,Mountain Brook,AL,35210,
58,Marino’s Associated Foods,$,['Grocery'],['(205) 780-0688'],(205) 780-0688,1965 Bessemer Rd,/biz/marinos-associated-foods-birmingham?osq=shopping,Mountain Brook,AL,35210,
59,ALDI,$,['Grocery'],,4639 US-280,,/biz/aldi-birmingham-13?osq=shopping,Mountain Brook,AL,35210,
60,Dollar Tree,$,['Discount Store'],['(205) 290-7409'],(205) 290-7409,235 Lakeshore Pkwy,/biz/dollar-tree-birmingham-7?osq=shopping,Mountain Brook,AL,35210,
1,What’s On 2nd,$$,"['Antiques', 'Vinyl Records']",2323 1st Ave N,"Birmingham, AL 35203",(205) 322-2688,/biz/whats-on-2nd-birmingham?osq=shopping,Mountain Brook,AL,35210,
2,Riverchase Galleria,$$,['Shopping Centers'],3000 Riverchase Galleria,"Hoover, AL 35244",(205) 985-3020,/biz/riverchase-galleria-hoover?osq=shopping,Mountain Brook,AL,35210,
3,The Shops of Grand River,$$,['Outlet Stores'],6200 Grand River Blvd E,"Leeds, AL 35094",(205) 699-3700,/biz/the-shops-of-grand-river-leeds?osq=shopping,Mountain Brook,AL,35210,
4,Brookwood Village,$$,['Shopping Centers'],780 Brookwood Vlg,"Birmingham, AL 35209",(205) 871-0406,/biz/brookwood-village-birmingham?osq=shopping,Mountain Brook,AL,35210,
5,Target,$$,"['Department Stores', 'Furniture Stores', 'Electronics']",1654 Gadsden Hwy,"Birmingham, AL 35235",(205) 655-6950,/biz/target-birmingham-5?osq=shopping,Mountain Brook,AL,35210,
6,Jim Reed Books,$$,['Bookstores'],2021 Third Ave N,"Birmingham, AL 35203",(205) 326-4460,/biz/jim-reed-books-birmingham-2?osq=shopping,Mountain Brook,AL,35210,
7,Seasick Records,$$,['Vinyl Records'],5508 Crestwood Blvd,"Birmingham, AL 35212",(205) 677-3166,/biz/seasick-records-birmingham-2?osq=shopping,Mountain Brook,AL,35210,
7,Seasick Records,$$,['Vinyl Records'],5508 Crestwood Blvd,"Birmingham, AL 35212",(205) 677-3166,/biz/newmans-classic-cuts-birmingham,Mountain Brook,AL,35210,
8,Nordstrom Rack at River Ridge,$$,"['Department Stores', 'Shoe Stores', ""Women's Clothing""]",4612 Highway 280,"Birmingham, AL 35242",(205) 578-3100,/biz/nordstrom-rack-at-river-ridge-birmingham?osq=shopping,Mountain Brook,AL,35210,
9,Alabama Goods,$$,"['Gift Shops', 'Jewelry', 'Accessories']",2933 18th St S,"Homewood, AL 35209",(205) 803-3900,/biz/alabama-goods-homewood?osq=shopping,Mountain Brook,AL,35210,
10,Sojourns,$$,"['Jewelry', 'Home Decor', 'Hobby Shops']",2017 3rd Ave N,"Birmingham, AL 35203",(205) 323-5680,/biz/sojourns-birmingham?osq=shopping,Mountain Brook,AL,35210,
11,Winn-Dixie,$$,['Grocery'],['(205) 951-6768'],(205) 951-6768,4476 Montevallo Rd,/biz/winn-dixie-birmingham-15?osq=shopping,Mountain Brook,AL,35210,
12,Macy’s,$$,"['Department Stores', ""Men's Clothing"", ""Women's Clothing""]",(205) 868-2600,Brookwood Village,/biz/macys-birmingham-2?osq=shopping,Mountain Brook,AL,35210,,
12,Macy’s,$$,"['Department Stores', ""Men's Clothing"", ""Women's Clothing""]",(205) 868-2600,Brookwood Village,/biz/brookwood-village-birmingham,Mountain Brook,AL,35210,,
13,Dragonfly Salon and Boutique,$$,"['Hair Stylists', 'Nail Salons', 'Accessories']",['(205) 488-9818'],(205) 488-9818,2831 7th Ave S,/biz/dragonfly-salon-and-boutique-birmingham?osq=shopping,Mountain Brook,AL,35210,
14,Plato’s Closet,$$,"['Used, Vintage & Consignment', 'Accessories']",['(205) 655-5870'],(205) 655-5870,1483 Gadsden Hwy,/biz/platos-closet-birmingham-2?osq=shopping,Mountain Brook,AL,35210,
15,Avondale Antiques,$$,['Antiques'],['(205) 617-8664'],(205) 617-8664,4301 3rd Ave S,/biz/avondale-antiques-birmingham?osq=shopping,Mountain Brook,AL,35210,
16,Zoe’s In Forest Park,$$,"['Used, Vintage & Consignment']",['(205) 595-9049'],(205) 595-9049,3900 Clairmont Ave,/biz/zoes-in-forest-park-birmingham-2?osq=shopping,Mountain Brook,AL,35210,
17,Gardendale Flea Mall & Antique Center,$$,"['Antiques', 'Discount Store', 'Flea Markets']",['(205) 631-7451'],(205) 631-7451,2405 Decatur Hwy,/biz/gardendale-flea-mall-and-antique-center-gardendale?osq=shopping,Mountain Brook,AL,35210,
18,Target,$$,"['Department Stores', 'Furniture Stores', 'Electronics']",['(205) 453-6032'],(205) 453-6032,3489 Lowery Pkwy,/biz/target-fultondale-2?osq=shopping,Mountain Brook,AL,35210,
19,Ambiance,$$,"['Home Decor', ""Women's Clothing"", 'Jewelry']",['(205) 767-5592'],(205) 767-5592,2808 18th St S,/biz/ambiance-birmingham-2?osq=shopping,Mountain Brook,AL,35210,
20,Leaf & Petal,$$,"['Gift Shops', 'Home Decor', 'Nurseries & Gardening']",['(205) 877-3030'],(205) 877-3030,2612 Lane Park Rd,/biz/leaf-and-petal-birmingham-4?osq=shopping,Mountain Brook,AL,35210,
21,Target,$$,"['Department Stores', 'Furniture Stores', 'Electronics']",531 Brookwood Village,"Homewood, AL 35209",(205) 994-7531,/biz/target-homewood-2?osq=shopping,Mountain Brook,AL,35210,
21,Target,$$,"['Department Stores', 'Furniture Stores', 'Electronics']",531 Brookwood Village,"Homewood, AL 35209",(205) 994-7531,/biz/starbucks-homewood-6,Mountain Brook,AL,35210,
22,Charlemagne Record Exchange,$$,"['Vinyl Records', 'Music & DVDs']",1924 1/2 11th Ave S,"Birmingham, AL 35205",(205) 322-5349,/biz/charlemagne-record-exchange-birmingham-2?osq=shopping,Mountain Brook,AL,35210,
23,Cost Plus World Market,$$,"['Furniture Stores', 'Home Decor', 'Beer, Wine & Spirits']",4608 Highway 280,"Birmingham, AL 35242",(205) 981-3390,/biz/cost-plus-world-market-birmingham-3?osq=shopping,Mountain Brook,AL,35210,
